Record Date,Type of Account,Closing Balance Today,Opening Balance Today,Opening Balance This Month,Opening Balance This Fiscal Year,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
21-04-2022,Treasury General Account (TGA) Opening Balance,null,907526,651523,215160,I,Operating Cash Balance,Cash Balance Details,1,2022,3,2022,2,4,21
21-04-2022,Total TGA Deposits (Table II),null,186374,1592760,13681162,I,Operating Cash Balance,Cash Balance Details,2,2022,3,2022,2,4,21
21-04-2022,Total TGA Withdrawals (Table II) (-),null,175023,1325407,12977445,I,Operating Cash Balance,Cash Balance Details,3,2022,3,2022,2,4,21
21-04-2022,Treasury General Account (TGA) Closing Balance,null,918877,918877,918877,I,Operating Cash Balance,Cash Balance Details,4,2022,3,2022,2,4,21
20-04-2022,Treasury General Account (TGA) Opening Balance,null,893351,651523,215160,I,Operating Cash Balance,Cash Balance Details,1,2022,3,2022,2,4,20
20-04-2022,Total TGA Deposits (Table II),null,62733,1406387,13494788,I,Operating Cash Balance,Cash Balance Details,2,2022,3,2022,2,4,20
20-04-2022,Total TGA Withdrawals (Table II) (-),null,48558,1150384,12802422,I,Operating Cash Balance,Cash Balance Details,3,2022,3,2022,2,4,20
20-04-2022,Treasury General Account (TGA) Closing Balance,null,907526,907526,907526,I,Operating Cash Balance,Cash Balance Details,4,2022,3,2022,2,4,20
19-04-2022,Treasury General Account (TGA) Opening Balance,null,841253,651523,215160,I,Operating Cash Balance,Cash Balance Details,1,2022,3,2022,2,4,19
19-04-2022,Total TGA Deposits (Table II),null,196259,1343654,13432055,I,Operating Cash Balance,Cash Balance Details,2,2022,3,2022,2,4,19
19-04-2022,Total TGA Withdrawals (Table II) (-),null,144162,1101826,12753864,I,Operating Cash Balance,Cash Balance Details,3,2022,3,2022,2,4,19
19-04-2022,Treasury General Account (TGA) Closing Balance,null,893351,893351,893351,I,Operating Cash Balance,Cash Balance Details,4,2022,3,2022,2,4,19
18-04-2022,Treasury General Account (TGA) Opening Balance,null,578473,651523,215160,I,Operating Cash Balance,Cash Balance Details,1,2022,3,2022,2,4,18
18-04-2022,Total TGA Deposits (Table II),null,284332,1147394,13235796,I,Operating Cash Balance,Cash Balance Details,2,2022,3,2022,2,4,18
18-04-2022,Total TGA Withdrawals (Table II) (-),null,21553,957664,12609702,I,Operating Cash Balance,Cash Balance Details,3,2022,3,2022,2,4,18
18-04-2022,Treasury General Account (TGA) Closing Balance,null,841253,841253,841253,I,Operating Cash Balance,Cash Balance Details,4,2022,3,2022,2,4,18
15-04-2022,Treasury General Account (TGA),578473,602292,651523,215160,I,Operating Cash Balance,Type of account,1,2022,3,2022,2,4,15
15-04-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,3,2022,2,4,15
15-04-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,3,2022,2,4,15
14-04-2022,Treasury General Account (TGA),602292,543536,651523,215160,I,Operating Cash Balance,Type of account,1,2022,3,2022,2,4,14
14-04-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,3,2022,2,4,14
14-04-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,3,2022,2,4,14
13-04-2022,Treasury General Account (TGA),543536,545611,651523,215160,I,Operating Cash Balance,Type of account,1,2022,3,2022,2,4,13
13-04-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,3,2022,2,4,13
13-04-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,3,2022,2,4,13
12-04-2022,Treasury General Account (TGA),545611,564856,651523,215160,I,Operating Cash Balance,Type of account,1,2022,3,2022,2,4,12
12-04-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,3,2022,2,4,12
12-04-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,3,2022,2,4,12
11-04-2022,Treasury General Account (TGA),564856,544736,651523,215160,I,Operating Cash Balance,Type of account,1,2022,3,2022,2,4,11
11-04-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,3,2022,2,4,11
11-04-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,3,2022,2,4,11
08-04-2022,Treasury General Account (TGA),544736,542946,651523,215160,I,Operating Cash Balance,Type of account,1,2022,3,2022,2,4,8
08-04-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,3,2022,2,4,8
08-04-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,3,2022,2,4,8
07-04-2022,Treasury General Account (TGA),542946,545584,651523,215160,I,Operating Cash Balance,Type of account,1,2022,3,2022,2,4,7
07-04-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,3,2022,2,4,7
07-04-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,3,2022,2,4,7
06-04-2022,Treasury General Account (TGA),545584,542176,651523,215160,I,Operating Cash Balance,Type of account,1,2022,3,2022,2,4,6
06-04-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,3,2022,2,4,6
06-04-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,3,2022,2,4,6
05-04-2022,Treasury General Account (TGA),542176,579607,651523,215160,I,Operating Cash Balance,Type of account,1,2022,3,2022,2,4,5
05-04-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,3,2022,2,4,5
05-04-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,3,2022,2,4,5
04-04-2022,Treasury General Account (TGA),579607,567423,651523,215160,I,Operating Cash Balance,Type of account,1,2022,3,2022,2,4,4
04-04-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,3,2022,2,4,4
04-04-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,3,2022,2,4,4
01-04-2022,Treasury General Account (TGA),567423,651523,651523,215160,I,Operating Cash Balance,Type of account,1,2022,3,2022,2,4,1
01-04-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,3,2022,2,4,1
01-04-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,3,2022,2,4,1
31-03-2022,Treasury General Account (TGA),651523,556791,771264,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,3,31
31-03-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,3,31
31-03-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,3,31
30-03-2022,Treasury General Account (TGA),556791,560968,771264,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,3,30
30-03-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,3,30
30-03-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,3,30
29-03-2022,Treasury General Account (TGA),560968,596168,771264,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,3,29
29-03-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,3,29
29-03-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,3,29
28-03-2022,Treasury General Account (TGA),596168,582578,771264,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,3,28
28-03-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,3,28
28-03-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,3,28
25-03-2022,Treasury General Account (TGA),582578,563796,771264,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,3,25
25-03-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,3,25
25-03-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,3,25
24-03-2022,Treasury General Account (TGA),563796,576442,771264,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,3,24
24-03-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,3,24
24-03-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,3,24
23-03-2022,Treasury General Account (TGA),576442,607762,771264,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,3,23
23-03-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,3,23
23-03-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,3,23
22-03-2022,Treasury General Account (TGA),607762,626636,771264,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,3,22
22-03-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,3,22
22-03-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,3,22
21-03-2022,Treasury General Account (TGA),626636,622418,771264,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,3,21
21-03-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,3,21
21-03-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,3,21
18-03-2022,Treasury General Account (TGA),622418,624216,771264,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,3,18
18-03-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,3,18
18-03-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,3,18
17-03-2022,Treasury General Account (TGA),624216,621527,771264,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,3,17
17-03-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,3,17
17-03-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,3,17
16-03-2022,Treasury General Account (TGA),621527,629614,771264,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,3,16
16-03-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,3,16
16-03-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,3,16
15-03-2022,Treasury General Account (TGA),629614,567360,771264,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,3,15
15-03-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,3,15
15-03-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,3,15
14-03-2022,Treasury General Account (TGA),567360,544592,771264,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,3,14
14-03-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,3,14
14-03-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,3,14
11-03-2022,Treasury General Account (TGA),544592,541965,771264,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,3,11
11-03-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,3,11
11-03-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,3,11
10-03-2022,Treasury General Account (TGA),541965,609369,771264,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,3,10
10-03-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,3,10
10-03-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,3,10
09-03-2022,Treasury General Account (TGA),609369,645312,771264,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,3,9
09-03-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,3,9
09-03-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,3,9
08-03-2022,Treasury General Account (TGA),645312,673387,771264,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,3,8
08-03-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,3,8
08-03-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,3,8
07-03-2022,Treasury General Account (TGA),673387,658241,771264,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,3,7
07-03-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,3,7
07-03-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,3,7
04-03-2022,Treasury General Account (TGA),658241,661486,771264,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,3,4
04-03-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,3,4
04-03-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,3,4
03-03-2022,Treasury General Account (TGA),661486,685491,771264,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,3,3
03-03-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,3,3
03-03-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,3,3
02-03-2022,Treasury General Account (TGA),685491,699674,771264,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,3,2
02-03-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,3,2
02-03-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,3,2
01-03-2022,Treasury General Account (TGA),699674,771264,771264,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,3,1
01-03-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,3,1
01-03-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,3,1
28-02-2022,Treasury General Account (TGA),771264,661184,742843,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,2,28
28-02-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,2,28
28-02-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,2,28
25-02-2022,Treasury General Account (TGA),661184,640342,742843,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,2,25
25-02-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,2,25
25-02-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,2,25
24-02-2022,Treasury General Account (TGA),640342,674797,742843,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,2,24
24-02-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,2,24
24-02-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,2,24
23-02-2022,Treasury General Account (TGA),674797,695704,742843,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,2,23
23-02-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,2,23
23-02-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,2,23
22-02-2022,Treasury General Account (TGA),695704,702252,742843,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,2,22
22-02-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,2,22
22-02-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,2,22
18-02-2022,Treasury General Account (TGA),702252,705359,742843,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,2,18
18-02-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,2,18
18-02-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,2,18
17-02-2022,Treasury General Account (TGA),705359,709261,742843,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,2,17
17-02-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,2,17
17-02-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,2,17
16-02-2022,Treasury General Account (TGA),709261,718597,742843,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,2,16
16-02-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,2,16
16-02-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,2,16
15-02-2022,Treasury General Account (TGA),718597,699135,742843,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,2,15
15-02-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,2,15
15-02-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,2,15
14-02-2022,Treasury General Account (TGA),699135,682930,742843,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,2,14
14-02-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,2,14
14-02-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,2,14
11-02-2022,Treasury General Account (TGA),682930,672004,742843,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,2,11
11-02-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,2,11
11-02-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,2,11
10-02-2022,Treasury General Account (TGA),672004,679019,742843,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,2,10
10-02-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,2,10
10-02-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,2,10
09-02-2022,Treasury General Account (TGA),679019,703228,742843,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,2,9
09-02-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,2,9
09-02-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,2,9
08-02-2022,Treasury General Account (TGA),703228,691711,742843,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,2,8
08-02-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,2,8
08-02-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,2,8
07-02-2022,Treasury General Account (TGA),691711,682002,742843,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,2,7
07-02-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,2,7
07-02-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,2,7
04-02-2022,Treasury General Account (TGA),682002,684721,742843,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,2,4
04-02-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,2,4
04-02-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,2,4
03-02-2022,Treasury General Account (TGA),684721,710267,742843,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,2,3
03-02-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,2,3
03-02-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,2,3
02-02-2022,Treasury General Account (TGA),710267,708705,742843,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,2,2
02-02-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,2,2
02-02-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,2,2
01-02-2022,Treasury General Account (TGA),708705,742843,742843,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,2,1
01-02-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,2,1
01-02-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,2,1
31-01-2022,Treasury General Account (TGA),742843,642334,406108,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,1,31
31-01-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,1,31
31-01-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,1,31
28-01-2022,Treasury General Account (TGA),642334,641597,406108,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,1,28
28-01-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,1,28
28-01-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,1,28
27-01-2022,Treasury General Account (TGA),641597,639620,406108,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,1,27
27-01-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,1,27
27-01-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,1,27
26-01-2022,Treasury General Account (TGA),639620,646920,406108,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,1,26
26-01-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,1,26
26-01-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,1,26
25-01-2022,Treasury General Account (TGA),646920,619699,406108,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,1,25
25-01-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,1,25
25-01-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,1,25
24-01-2022,Treasury General Account (TGA),619699,598929,406108,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,1,24
24-01-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,1,24
24-01-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,1,24
21-01-2022,Treasury General Account (TGA),598929,601115,406108,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,1,21
21-01-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,1,21
21-01-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,1,21
20-01-2022,Treasury General Account (TGA),601115,580171,406108,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,1,20
20-01-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,1,20
20-01-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,1,20
19-01-2022,Treasury General Account (TGA),580171,586619,406108,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,1,19
19-01-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,1,19
19-01-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,1,19
18-01-2022,Treasury General Account (TGA),586619,453239,406108,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,1,18
18-01-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,1,18
18-01-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,1,18
14-01-2022,Treasury General Account (TGA),453239,441135,406108,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,1,14
14-01-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,1,14
14-01-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,1,14
13-01-2022,Treasury General Account (TGA),441135,489679,406108,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,1,13
13-01-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,1,13
13-01-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,1,13
12-01-2022,Treasury General Account (TGA),489679,507352,406108,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,1,12
12-01-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,1,12
12-01-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,1,12
11-01-2022,Treasury General Account (TGA),507352,447887,406108,215160,I,Operating Cash Balance,Type of account,1,2022,2,2022,1,1,11
11-01-2022,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2022,2,2022,1,1,11
11-01-2022,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2022,2,2022,1,1,11
